video_name,accuracy,f1
video71,0.7960238568588469,0.40099069327677733
video72,0.8947198969735994,0.6205326014154734
video73,0.8311209439528023,0.6112427431561119
video74,0.6676866585067319,0.5039421728406409
video75,0.5746229849193968,0.4087741962234809
video76,0.7255568138920347,0.5067762820217366
video77,0.6850519584332534,0.5612949014805649
video78,0.6901217861975643,0.49469170822301983
video79,0.7272993555946105,0.42084102389000444
video80,0.6061484918793504,0.3720017208279586
