video_name,accuracy,f1
video71,0.8091451292246521,0.49625540146546643
video72,0.6745009658725049,0.5265237701060204
video73,0.7396755162241888,0.6729243734056217
video74,0.6988984088127295,0.5391497767651753
video75,0.5564222568902756,0.4048782983914134
video76,0.6828992072480181,0.5290516399979486
video77,0.6802557953637091,0.5542866044527516
video78,0.6048714479025711,0.40375545839731514
video79,0.7548330404217927,0.4553060938084135
video80,0.5,0.3962218689117102
